pmid,title,journal,year,cited_in
35949424,Multicolor plate reader fluorescence calibration,Synth Biol (Oxf),2022,docs/research/EXTERNAL_DATA.md:308
35955650,Validated Growth Rate-Dependent Regulation of Lipid Metabolism in Yarrowia lipolytica,Int J Mol Sci,2022,docs/research/CALIBRATION_DATA.md:142
36094200,Rapid Gene Target Tracking for Enhancing β-Carotene Production Using Flow Cytometry-Based High-Throughput Screening in Yarrowia lipolytica,Appl Environ Microbiol,2022,docs/EXTERNAL_CAROTENOID_BOUND.md:727
36146937,Maturation models of fluorescent proteins are necessary for unbiased estimates of promoter activity,Biophys J,2022,docs/research/EXTERNAL_DATA.md:366
36255243,Fast-Growing Saccharomyces cerevisiae Cells with a Constitutive Unfolded Protein Response and Their Potential for Lipidic Molecule Production,Appl Environ Microbiol,2022,docs/research/STRESS_RULES.md:367
36284099,Termination of the unfolded protein response is guided by ER stress-induced HAC1 mRNA nuclear retention,Nat Commun,2022,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:642
36350610,YEASTRACT+: a portal for the exploitation of global transcription regulation and metabolic model data in yeast biotechnology and pathogenesis,Nucleic Acids Res,2023,docs/research/PARAMETER_SOURCES.md:153;docs/research/PARAMETER_SOURCES.md:445
36350693,Modeling single-cell phenotypes links yeast stress acclimation to transcriptional repression and pre-stress cellular states,Elife,2022,docs/research/EXTERNAL_DATA.md:416;docs/research/STRESS_RULES.md:205;docs/research/STRESS_RULES.md:475;docs/research/STRESS_RULES.md:478;docs/research/STRESS_RULES.md:593
36369967,Hierarchical dynamic regulation of Saccharomyces cerevisiae for enhanced lutein biosynthesis,Biotechnol Bioeng,2023,docs/EXTERNAL_CAROTENOID_BOUND.md:728
36408203,Directed evolution of the fusion enzyme for improving astaxanthin biosynthesis in Saccharomyces cerevisiae,Synth Syst Biotechnol,2023,docs/EXTERNAL_CAROTENOID_BOUND.md:728
36566974,Guidelines for extracting biologically relevant context-specific metabolic models using gene expression data,Metab Eng,2023,docs/research/STRESS_RULES.md:273
36814715,Optogenetic control of beta-carotene bioproduction in yeast across multiple lab-scales,Front Bioeng Biotechnol,2023,docs/EXTERNAL_CAROTENOID_BOUND.md:721
37055369,Enhanced β-carotene production in Yarrowia lipolytica through the metabolic and fermentation engineering,J Ind Microbiol Biotechnol,2023,docs/EXTERNAL_CAROTENOID_BOUND.md:727
37080482,Evaluating proteome allocation of Saccharomyces cerevisiae phenotypes with resource balance analysis,Metab Eng,2023,docs/FINDINGS.md:976;docs/research/STRESS_RULES.md:305;docs/research/STRESS_RULES.md:311;docs/research/STRESS_RULES.md:584;src/ystwin/bridge/regulation.py:463
37087734,Transcription factor localization dynamics and DNA binding drive distinct promoter interpretations,Cell Rep,2023,docs/research/STRESS_RULES.md:220
37231013,Maximizing protein production by keeping cells at optimal secretory stress levels using real-time control approaches,Nat Commun,2023,src/ystwin/mech/upr.py:479
37454173,Reverse transcription-quantitative PCR (RT-qPCR) without the need for prior removal of DNA,Sci Rep,2023,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:741
37467033,Genetic inactivation of essential HSF1 reveals an isolated transcriptional stress response selectively induced by protein misfolding,Mol Biol Cell,2023,docs/CROSS_FAMILY.md:63;docs/SOURCE_AUDIT.md:351;src/ystwin/generator/families.py:393;src/ystwin/generator/stress_panel.py:232
37511557,A New Role for Yeast Cells in Health and Nutrition: Antioxidant Power Assessment,Int J Mol Sci,2023,docs/research/STRESS_RULES.md:368
37742215,Abolishing storage lipids induces protein misfolding and stress responses in Yarrowia lipolytica,J Ind Microbiol Biotechnol,2023,docs/research/CALIBRATION_DATA.md:142
37953664,Building a machine-learning model to predict optimal mevalonate pathway gene expression levels for efficient production of a carotenoid in yeast,Biotechnol J,2024,docs/EXTERNAL_CAROTENOID_BOUND.md:726
37971353,RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,Nucleic Acids Res,2024,docs/research/PARAMETER_SOURCES.md:366;docs/research/PARAMETER_SOURCES.md:615
37991942,Proteome-wide tagging with an H(2)O(2) biosensor reveals highly localized and dynamic redox microenvironments,Proc Natl Acad Sci U S A,2023,docs/research/PARAMETER_SOURCES.md:230;docs/research/PARAMETER_SOURCES.md:586
38213763,Multidimensional Optimization of Saccharomyces cerevisiae for Carotenoid Overproduction,Biodes Res,2024,docs/EXTERNAL_CAROTENOID_BOUND.md:136
38238583,"Reconstruction, simulation and analysis of enzyme-constrained metabolic models using GECKO Toolbox 3.0",Nat Protoc,2024,docs/research/HYBRID_METHODS.md:421
38324606,Transcription Factor Pdr3p Promotes Carotenoid Biosynthesis by Activating GAL Promoters in Saccharomyces cerevisiae,ACS Synth Biol,2024,docs/research/STRESS_RULES.md:372;docs/research/STRESS_RULES.md:546
38387677,COSMIC-dFBA: A novel multi-scale hybrid framework for bioprocess modeling,Metab Eng,2024,docs/CLAIM_BOUNDARY.md:416;docs/FINDINGS.md:986;docs/PRODUCT_ARCHITECTURE.md:157;docs/research/CALIBRATION_DATA.md:132;docs/research/CALIBRATION_DATA.md:362;docs/research/CHEMOSTAT_REFERENCE.md:123;docs/research/HYBRID_METHODS.md:5;scripts/run_regulation.py:30;src/ystwin/bridge/regulation.py:117;src/ystwin/bridge/regulation.py:120;src/ystwin/bridge/regulation.py:31;src/ystwin/bridge/regulation.py:851
38412934,Global rewiring of lipid metabolism to produce carotenoid by deleting the transcription factor genes ino2/ino4 in Saccharomyces cerevisiae,Int J Biol Macromol,2024,docs/EXTERNAL_CAROTENOID_BOUND.md:726
38621758,Multi-modular metabolic engineering and efflux engineering for enhanced lycopene production in recombinant Saccharomyces cerevisiae,J Ind Microbiol Biotechnol,2024,docs/research/STRESS_RULES.md:440
38650275,Identification of a novel metabolic engineering target for carotenoid production in Saccharomyces cerevisiae via ethanol-induced adaptive laboratory evolution,Bioresour Bioprocess,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:721
38710418,Efficient β-carotene production in engineered Saccharomyces cerevisiae using simple sugars and agricultural waste-based carbon and nitrogen sources,Bioresour Technol,2024,docs/CLAIM_BOUNDARY.md:195;docs/EXTERNAL_CAROTENOID_BOUND.md:137;docs/EXTERNAL_CAROTENOID_BOUND.md:222;docs/EXTERNAL_CAROTENOID_BOUND.md:223;docs/EXTERNAL_CAROTENOID_BOUND.md:305;docs/EXTERNAL_CAROTENOID_BOUND.md:383;docs/FINDINGS.md:906;docs/MEASUREMENTS_NEEDED.md:230;docs/research/CALIBRATION_DATA.md:120;docs/research/CALIBRATION_DATA.md:383;tests/test_absorbance_cannot_test_the_ceiling.py:133;tests/test_absorbance_cannot_test_the_ceiling.py:154
38829459,Induction of point and structural mutations in engineered yeast Saccharomyces cerevisiae improve carotenoid production,World J Microbiol Biotechnol,2024,docs/EXTERNAL_CAROTENOID_BOUND.md:138
38921419,"Metabolic Engineering of Saccharomyces cerevisiae for Production of Canthaxanthin, Zeaxanthin, and Astaxanthin",J Fungi (Basel),2024,docs/research/CALIBRATION_DATA.md:112;docs/research/CALIBRATION_DATA.md:365;src/ystwin/mech/state.py:219
39134886,Yeast9: a consensus genome-scale metabolic model for S. cerevisiae curated by the community,Mol Syst Biol,2024,docs/research/STRESS_RULES.md:288;docs/research/STRESS_RULES.md:308;docs/research/STRESS_RULES.md:331
39215465,Retargeting of heterologous enzymes results in improved β-carotene synthesis in Saccharomyces cerevisiae,J Appl Microbiol,2024,docs/DISTANCE_TO_THE_VISION.md:350;docs/DISTANCE_TO_THE_VISION.md:426;docs/EXTERNAL_CAROTENOID_BOUND.md:139;docs/EXTERNAL_CAROTENOID_BOUND.md:221;docs/EXTERNAL_CAROTENOID_BOUND.md:310;docs/EXTERNAL_CAROTENOID_BOUND.md:315;docs/FINDINGS.md:901;docs/HARD_TESTS.md:51;docs/MEASUREMENTS_NEEDED.md:222;docs/MEASUREMENTS_NEEDED.md:276;docs/PRODUCT_ARCHITECTURE.md:609;docs/WHAT_IS_LEFT.md:116;docs/research/CALIBRATION_DATA.md:120;docs/research/STRESS_RULES.md:407;docs/research/STRESS_RULES.md:413;docs/research/STRESS_RULES.md:483;docs/research/STRESS_RULES.md:68;scripts/audit_claims.py:522;scripts/parameter_provenance.py:74;src/ystwin/pathway/capacity.py:115;src/ystwin/pathway/capacity.py:9;src/ystwin/pathway/enzyme_capacity.py:31;src/ystwin/pathway/solve.py:346;src/ystwin/predict.py:1177;src/ystwin/predict.py:196;tests/test_audit_claims.py:583;tests/test_capacity.py:5;tests/test_inner_filter_threshold.py:78;tests/test_the_ceiling_and_the_floor.py:89
39322757,Combining systems and synthetic biology for in vivo enzymology,EMBO J,2024,docs/research/KINETIC_FIT.md:210
39399738,"Transcriptomic and metabolomic analyses reveal the positive effect of moderate concentration of sodium chloride treatment on the production of β-carotene, torulene, and torularhodin in oleaginous red yeast Rhodosporidiobolus odoratus XQR",Food Chem (Oxf),2024,src/ystwin/bridge/stress_diversion.py:88;src/ystwin/bridge/stress_diversion.py:93
39515595,Tsa1 is the dominant peroxide scavenger and a source of H(2)O(2)-dependent GSSG production in yeast,Free Radic Biol Med,2025,src/ystwin/mech/oxidative.py:481
39536088,Extending the G1 phase improves the production of lipophilic compounds in yeast by boosting enzyme expression and increasing cell size,Proc Natl Acad Sci U S A,2024,docs/research/STRESS_RULES.md:367
39537637,Yeast metabolism adaptation for efficient terpenoids synthesis via isopentenol utilization,Nat Commun,2024,docs/research/CALIBRATION_DATA.md:135;docs/research/CALIBRATION_DATA.md:375
39581972,Combined metabolic engineering and lipid droplets degradation to increase vitamin A production in Saccharomyces cerevisiae,Microb Cell Fact,2024,docs/research/STRESS_RULES.md:369
39971732,Characterizing heterologous protein burden in Komagataella phaffii,FEMS Yeast Res,2025,docs/SECOND_DATASET_HUNT.md:48;scripts/audit_claims.py:797;src/ystwin/pathway/solve.py:122;tests/test_secretion_outlet.py:15
39995043,RNA exosome-driven RNA processing instructs the duration of the unfolded protein response,Nucleic Acids Res,2025,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:647
40168627,Construction of Saccharomyces cerevisiae Platform Strain for the Biosynthesis of Carotenoids and Apocarotenoids,J Agric Food Chem,2025,docs/EXTERNAL_CAROTENOID_BOUND.md:140;docs/EXTERNAL_CAROTENOID_BOUND.md:399
40181231,Exploring Yeast's Energy Dynamics: The General Stress Response Lowers Maintenance Energy Requirement,Microb Biotechnol,2025,docs/ARCHITECTURE.md:716;docs/ARCHITECTURE.md:968;scripts/audit_claims.py:885;scripts/maintenance_scale.py:10;src/ystwin/bridge/maintenance_calibration.py:11;src/ystwin/bridge/maintenance_calibration.py:270;src/ystwin/bridge/maintenance_calibration.py:276;src/ystwin/bridge/maintenance_calibration.py:58;src/ystwin/bridge/stress_energetics.py:64;tests/test_s_atp_regime.py:150;tests/test_stress_energetics.py:9
40219637,Physiology and Robustness of Yeasts Exposed to Dynamic pH and Glucose Environments,Biotechnol Bioeng,2025,docs/research/STRESS_RULES.md:204
40272429,MIQE 2.0: Revision of the Minimum Information for Publication of Quantitative Real-Time PCR Experiments Guidelines,Clin Chem,2025,docs/SOURCE_AUDIT.md:385;docs/research/G4_STATISTICS.md:106
40562331,ATP requirements for growth reveal the bioenergetic impact of mitochondrial symbiosis,Biochim Biophys Acta Bioenerg,2025,src/ystwin/fba/insulin.py:161;src/ystwin/fba/stress_heterologous.py:91;tests/test_insulin_pathway.py:254;tests/test_stress_heterologous.py:426
40564470,A Hybrid Soft Sensor Approach Combining Partial Least-Squares Regression and an Unscented Kalman Filter for State Estimation in Bioprocesses,Bioengineering (Basel),2025,docs/research/STRESS_RULES.md:223
40615910,Multiplex metabolic engineering of yeast for high-efficiency all-trans-retinoic acid production,Microb Cell Fact,2025,docs/EXTERNAL_CAROTENOID_BOUND.md:724;docs/EXTERNAL_CAROTENOID_BOUND.md:745;docs/EXTERNAL_CAROTENOID_BOUND.md:747
40772766,Potential of a constitutive-UPR and histone deacetylase A-deficient Saccharomyces cerevisiae strain for biomolecule production,Appl Environ Microbiol,2025,docs/SOURCE_AUDIT.md:387;docs/research/STRESS_RULES.md:367;docs/research/UPR_ANCHOR.md:691
40849368,Advancing hybrid modeling of Saccharomyces cerevisiae fermentation with mixed carbon sources and urea in a mini-stirred tank reactor,Bioprocess Biosyst Eng,2025,docs/research/STRESS_RULES.md:224;docs/research/STRESS_RULES.md:578
40891387,Complex Kinetic Models Predict β-Carotene Production and Reveal Flux Limitations in Recombinant Saccharomyces cerevisiae Strains,ACS Synth Biol,2025,docs/ARCHITECTURE.md:1643;docs/CLAIM_BOUNDARY.md:417;docs/EXTERNAL_CAROTENOID_BOUND.md:430;docs/EXTERNAL_PRODUCT_VALIDATION.md:13;docs/FINDINGS.md:1467;docs/PARKED.md:24;docs/PRODUCT_ARCHITECTURE.md:211;docs/PRODUCT_ARCHITECTURE.md:365;docs/SECOND_DATASET_HUNT.md:200;docs/research/CALIBRATION_DATA.md:109;docs/research/CALIBRATION_DATA.md:333;docs/research/CALIBRATION_DATA.md:361;docs/research/CALIBRATION_DATA.md:5;docs/research/KINETIC_FIT.md:4;docs/research/STRESS_RULES.md:381;docs/research/STRESS_RULES.md:405;docs/research/STRESS_RULES.md:412;docs/research/STRESS_RULES.md:424;docs/research/STRESS_RULES.md:454;docs/research/STRESS_RULES.md:582;docs/research/STRESS_RULES.md:67;scripts/fit_pathway_flux.py:31;scripts/parameter_provenance.py:56;src/ystwin/kinetic/carotenoid.py:212;src/ystwin/kinetic/carotenoid.py:3;src/ystwin/kinetic/carotenoid.py:626;src/ystwin/mech/population.py:402;src/ystwin/mech/population.py:935;src/ystwin/pathway/calibrations.py:35;tests/test_inner_filter_threshold.py:34;tests/test_kinetic_carotenoid.py:196;tests/test_pathway_flux.py:39
40944773,Sustainable β-carotene production by engineered S. cerevisiae using sucrose and agricultural by-products,Bioresour Bioprocess,2025,docs/EXTERNAL_CAROTENOID_BOUND.md:137;docs/EXTERNAL_CAROTENOID_BOUND.md:141;docs/EXTERNAL_CAROTENOID_BOUND.md:244;docs/EXTERNAL_CAROTENOID_BOUND.md:245;docs/MEASUREMENTS_NEEDED.md:233;docs/research/CALIBRATION_DATA.md:111;docs/research/CALIBRATION_DATA.md:28;docs/research/CALIBRATION_DATA.md:313;docs/research/CALIBRATION_DATA.md:364
40959222,Impairment in global protein synthesis uncouples UPR gene induction from HAC1 mRNA splicing in Saccharomyces cerevisiae,Front Microbiol,2025,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:683
40960085,Impact of maximal overexpression of a non-toxic protein on yeast cell physiology,Elife,2025,src/ystwin/mech/burden.py:60;src/ystwin/mech/burden.py:661;src/ystwin/mech/burden.py:665;src/ystwin/mech/burden.py:741;src/ystwin/mech/burden.py:751;src/ystwin/mech/burden.py:765;tests/test_mech_burden.py:964
41376837,Model-guided chemical environment and metabolic network design to couple pathways with cell fitness,Metab Eng Commun,2025,docs/research/CALIBRATION_DATA.md:312;docs/research/CALIBRATION_DATA.md:373
4148026,A theoretical study on the amount of ATP required for synthesis of microbial cell material,Antonie Van Leeuwenhoek,1973,src/ystwin/fba/insulin.py:169;src/ystwin/fba/stress_proteostasis.py:10;src/ystwin/fba/stress_proteostasis.py:81
41645597,Multidimensional Engineering of Saccharomyces cerevisiae for Efficient Production of Retinol,Biotechnol J,2026,docs/research/STRESS_RULES.md:406
41932911,CellTarget: a convex optimisation approach to discover cellular objectives,NPJ Syst Biol Appl,2026,docs/research/HYBRID_METHODS.md:147
42165638,Twenty-Five Years of the Environmental Stress Response and the Enduring Power of Yeast in Stress Biology,Yeast,2026,docs/research/PARAMETER_SOURCES.md:416;docs/research/STRESS_RULES.md:88
42502377,Causal AI digital twin for bioprocess bottleneck diagnosis via metabolic flexibility and rigidification maps,iScience,2026,docs/FINDINGS.md:695;docs/research/HYBRID_METHODS.md:50
42662202,Integrating Machine Learning and Transcriptomics to Enhance β‑Carotene Production in Saccharomyces cerevisiae,ACS Omega,2026,docs/EXTERNAL_CAROTENOID_BOUND.md:724;docs/EXTERNAL_CAROTENOID_BOUND.md:746
6361000,Copy number and the stability of 2-micron circle-based artificial plasmids of Saccharomyces cerevisiae,J Bacteriol,1984,src/ystwin/mech/state.py:582
6458045,Role of the plasma membrane proton pump in pH regulation in non-animal cells,Proc Natl Acad Sci U S A,1981,src/ystwin/mech/ph.py:537;src/ystwin/mech/ph.py:591
7020540,A perspective on the application of genetic engineering: stability of recombinant plasmid,Ann N Y Acad Sci,1981,src/ystwin/mech/population.py:12
7665600,BTS1 encodes a geranylgeranyl diphosphate synthase in Saccharomyces cerevisiae,J Biol Chem,1995,docs/research/STRESS_RULES.md:450
7765036,Metabolic engineering for production of beta-carotene and lycopene in Saccharomyces cerevisiae,Biosci Biotechnol Biochem,1994,docs/EXTERNAL_CAROTENOID_BOUND.md:112;docs/research/CALIBRATION_DATA.md:120
8215396,Purification and enzymatic characterization of the geranylgeranyl pyrophosphate synthase from Erwinia uredovora after expression in Escherichia coli,Arch Biochem Biophys,1993,docs/research/STRESS_RULES.md:428
8313910,YAP1 dependent activation of TRX2 is essential for the response of Saccharomyces cerevisiae to oxidative stress by hydroperoxides,EMBO J,1994,docs/CITATION_AUDIT.md:131;docs/SOURCE_AUDIT.md:387;docs/research/PARAMETER_SOURCES.md:193;docs/research/PARAMETER_SOURCES.md:472;docs/research/PARAMETER_SOURCES.md:69;docs/research/UPR_ANCHOR.md:755;src/ystwin/generator/stress_panel.py:512
8349618,Molecular and biochemical characterization of herbicide-resistant mutants of cyanobacteria reveals that phytoene desaturation is a rate-limiting step in carotenoid biosynthesis,J Biol Chem,1993,docs/research/STRESS_RULES.md:402;docs/research/STRESS_RULES.md:580
8412234,An unexpected correlation between cardinal temperatures of microbial growth highlighted by a new model,J Theor Biol,1993,docs/research/GENERATOR_REALISM.md:254;docs/research/GENERATOR_REALISM.md:467;src/ystwin/generator/context.py:143;tests/test_environment_sweep.py:44
8422683,RTG1 and RTG2: two yeast genes required for a novel path of communication from mitochondria to the nucleus,Cell,1993,docs/CITATION_AUDIT.md:109;docs/SOURCE_AUDIT.md:82;src/ystwin/generator/stress_panel.py:277
8423809,The promoter region of the yeast KAR2 (BiP) gene contains a regulatory domain that responds to the presence of unfolded proteins in the endoplasmic reticulum,Mol Cell Biol,1993,docs/SOURCE_AUDIT.md:387;docs/research/PARAMETER_SOURCES.md:462;docs/research/PARAMETER_SOURCES.md:71;docs/research/UPR_ANCHOR.md:676
8500171,Nonlinear ribosome migration on cauliflower mosaic virus 35S RNA,Cell,1993,docs/CITATION_AUDIT.md:109;docs/SOURCE_AUDIT.md:82
8641288,The Saccharomyces cerevisiae zinc finger proteins Msn2p and Msn4p are required for transcriptional induction through the stress response element (STRE),EMBO J,1996,docs/EXTERNAL_VALIDATION.md:580;docs/EXTERNAL_VALIDATION.md:87;docs/SOURCE_AUDIT.md:348;src/ystwin/generator/stress_panel.py:222
8670839,Iron-regulated DNA binding by the AFT1 protein controls the iron regulon in yeast,EMBO J,1996,docs/SOURCE_AUDIT.md:355;src/ystwin/generator/stress_panel.py:241
8710508,The complete nucleotide sequence of bacteriophage HP1 DNA,Nucleic Acids Res,1996,docs/CITATION_AUDIT.md:59;docs/SOURCE_AUDIT.md:96;docs/research/XPT_INVENTORY.md:187;src/ystwin/generator/context.py:69
8898193,A novel mechanism for regulating activity of a transcription factor that controls the unfolded protein response,Cell,1996,docs/SOURCE_AUDIT.md:349;docs/research/SECRETED_PROTEIN.md:11;docs/research/UPR_ANCHOR.md:584;src/ystwin/generator/stress_panel.py:225
8898194,tRNA ligase is required for regulated mRNA splicing in the unfolded protein response,Cell,1996,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:588;src/ystwin/mech/upr.py:265;src/ystwin/mech/upr.py:794;src/ystwin/mech/upr.py:804
9118942,The Skn7 response regulator controls gene expression in the oxidative stress response of the budding yeast Saccharomyces cerevisiae,EMBO J,1997,docs/research/PARAMETER_SOURCES.md:193;docs/research/PARAMETER_SOURCES.md:227;docs/research/PARAMETER_SOURCES.md:468;docs/research/PARAMETER_SOURCES.md:69;src/ystwin/generator/stress_panel.py:513;src/ystwin/mech/oxidative.py:534
9133628,Saccharomyces cerevisiae KAR2 (BiP) gene expression is induced by loss of cytosolic HSP70/Ssa1p through a heat shock element-mediated pathway,J Biochem,1997,docs/research/PARAMETER_SOURCES.md:465;docs/research/PARAMETER_SOURCES.md:71
9223284,The major yeast poly(A)-binding protein is associated with cleavage factor IA and functions in premessenger RNA 3'-end formation,Proc Natl Acad Sci U S A,1997,docs/CITATION_AUDIT.md:107;docs/SOURCE_AUDIT.md:80
9271382,"Zap1p, a metalloregulatory protein involved in zinc-responsive transcriptional regulation in Saccharomyces cerevisiae",Mol Cell Biol,1997,docs/CITATION_AUDIT.md:107;docs/SOURCE_AUDIT.md:80;src/ystwin/generator/stress_panel.py:267
9323131,The transmembrane kinase Ire1p is a site-specific endonuclease that initiates mRNA splicing in the unfolded protein response,Cell,1997,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:593
9348528,Endoplasmic reticulum stress-induced mRNA splicing permits synthesis of transcription factor Hac1p/Ern4p that activates the unfolded protein response,Mol Biol Cell,1997,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:597;src/ystwin/mech/upr.py:273;src/ystwin/mech/upr.py:796
9382810,Translational attenuation mediated by an mRNA intron,Curr Biol,1997,docs/CITATION_AUDIT.md:131;docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:606
9393686,Glycolytic flux is conditionally correlated with ATP concentration in Saccharomyces cerevisiae: a chemostat study under carbon- or nitrogen-limiting conditions,J Bacteriol,1997,docs/FINDINGS.md:2236;docs/SOURCE_AUDIT.md:362;src/ystwin/bridge/thermodynamic.py:4;src/ystwin/generator/stress_panel.py:585;tests/test_thermodynamic_bridge.py:4
9407035,Calcineurin acts through the CRZ1/TCN1-encoded transcription factor to regulate gene expression in yeast,Genes Dev,1997,docs/CITATION_AUDIT.md:102;docs/SOURCE_AUDIT.md:75;src/ystwin/generator/stress_panel.py:252
9409149,Archaea and the prokaryote-to-eukaryote transition,Microbiol Mol Biol Rev,1997,docs/CITATION_AUDIT.md:108;docs/SOURCE_AUDIT.md:81
9409150,Metabolism of sulfur amino acids in Saccharomyces cerevisiae,Microbiol Mol Biol Rev,1997,docs/CITATION_AUDIT.md:108;docs/SOURCE_AUDIT.md:81;src/ystwin/generator/stress_panel.py:270
9420334,"Stable binding to E2F is not required for the retinoblastoma protein to activate transcription, promote differentiation, and suppress tumor cell growth",Genes Dev,1998,docs/CITATION_AUDIT.md:102;docs/SOURCE_AUDIT.md:75
9427394,"Transcriptional control of the yeast acetyl-CoA synthetase gene, ACS1, by the positive regulators CAT8 and ADR1 and the pleiotropic repressor UME6",Mol Microbiol,1997,docs/ATP_SENSOR.md:51;docs/SOURCE_AUDIT.md:383;tests/test_atp_sensor.py:30
9430730,Unconventional splicing of HAC1/ERN4 mRNA required for the unfolded protein response. Sequence-specific and non-sequential cleavage of the splice sites,J Biol Chem,1998,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:603
9472026,Nuclear localization of the C2H2 zinc finger protein Msn2p is regulated by stress and protein kinase A activity,Genes Dev,1998,docs/SOURCE_AUDIT.md:352;src/ystwin/generator/stress_panel.py:235
9483801,Designer deletion strains derived from Saccharomyces cerevisiae S288C: a useful set of strains and plasmids for PCR-mediated gene disruption and other applications,Yeast,1998,docs/research/PARAMETER_SOURCES.md:128;docs/research/PARAMETER_SOURCES.md:288;docs/research/PARAMETER_SOURCES.md:565;src/ystwin/generator/stress_panel.py:360
9510529,Oxygen sensing and the transcriptional regulation of oxygen-responsive genes in yeast,J Exp Biol,1998,docs/CITATION_AUDIT.md:105;docs/SOURCE_AUDIT.md:78;src/ystwin/generator/stress_panel.py:261
9515908,"Loss of the plasma membrane-bound protein Gas1p in Saccharomyces cerevisiae results in the release of beta1,3-glucan into the medium and induces a compensation mechanism to ensure cell wall integrity",J Bacteriol,1998,src/ystwin/fba/stress_biomass.py:149;src/ystwin/fba/stress_biomass.py:237;src/ystwin/fba/stress_biomass.py:246
9515917,Biochemical characterization of the 20S proteasome from the methanoarchaeon Methanosarcina thermophila,J Bacteriol,1998,docs/CITATION_AUDIT.md:105;docs/SOURCE_AUDIT.md:78
9603825,Effects of pyruvate decarboxylase overproduction on flux distribution at the pyruvate branch point in Saccharomyces cerevisiae,Appl Environ Microbiol,1998,docs/research/CHEMOSTAT_REFERENCE.md:189;docs/superseded/reference-phenotype.md:37;src/ystwin/fba/physiology.py:71
9663389,Expression pattern of a butterfly achaete-scute homolog reveals the homology of butterfly wing scales and insect sensory bristles,Curr Biol,1998,docs/CITATION_AUDIT.md:101;docs/SOURCE_AUDIT.md:74
9671304,Visualizing secretion and synaptic transmission with pH-sensitive green fluorescent proteins,Nature,1998,docs/SOURCE_AUDIT.md:360;src/ystwin/generator/stress_panel.py:298;src/ystwin/generator/stress_panel.py:591
9712873,The H2O2 stimulon in Saccharomyces cerevisiae,J Biol Chem,1998,docs/CITATION_AUDIT.md:184;docs/SOURCE_AUDIT.md:387;docs/research/PARAMETER_SOURCES.md:535;docs/research/PARAMETER_SOURCES.md:89;docs/research/UPR_ANCHOR.md:761;src/ystwin/citations.py:60;tests/test_citations.py:188;tests/test_citations.py:193
9741624,The DNA replication and damage checkpoint pathways induce transcription by inhibition of the Crt1 repressor,Cell,1998,docs/CITATION_AUDIT.md:101;docs/SOURCE_AUDIT.md:74;src/ystwin/generator/stress_panel.py:249
9797269,Effect of specific growth rate on fermentative capacity of baker's yeast,Appl Environ Microbiol,1998,docs/CLAIM_BOUNDARY.md:265;docs/EXTERNAL_CAROTENOID_BOUND.md:32;docs/FINDINGS.md:1031;docs/MEASUREMENTS_NEEDED.md:793;docs/MEASUREMENTS_NEEDED.md:863;docs/PRODUCT_ARCHITECTURE.md:361;docs/PRODUCT_ARCHITECTURE.md:73;docs/research/CALIBRATION_DATA.md:263;docs/research/CALIBRATION_DATA.md:368;docs/research/CHEMOSTAT_REFERENCE.md:165;docs/research/CHEMOSTAT_REFERENCE.md:207;docs/research/CHEMOSTAT_REFERENCE.md:21;docs/research/CHEMOSTAT_REFERENCE.md:26;docs/research/GENERATOR_REALISM.md:45;docs/research/GENERATOR_REALISM.md:462;docs/research/HYBRID_METHODS.md:398;docs/superseded/reference-phenotype.md:25;scripts/parameter_provenance.py:98;scripts/run_environment_sweep.py:144;scripts/run_environment_sweep.py:17;src/ystwin/bridge/physiology_bridge.py:34;src/ystwin/fba/physiology.py:68;src/ystwin/fba/physiology.py:92;src/ystwin/generator/context.py:77;src/ystwin/generator/culture.py:125;src/ystwin/generator/culture.py:259;src/ystwin/generator/culture.py:356;src/ystwin/generator/culture.py:72;tests/test_crabtree_transition.py:7
9882651,Function of trehalose and glycogen in cell cycle progression and cell viability in Saccharomyces cerevisiae,J Bacteriol,1999,src/ystwin/fba/stress_biomass.py:140;src/ystwin/fba/stress_biomass.py:213;src/ystwin/fba/stress_biomass.py:221;src/ystwin/fba/stress_biomass.py:229
9885153,Oxidative stress responses of the yeast Saccharomyces cerevisiae,Yeast,1998,docs/research/PARAMETER_SOURCES.md:537
